pathLength	endType	numberOfPause	stepsToFirstPause	pathString
26	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 159, 70, 104, 84, 29, 24, 40, 58, 149, 78, 155, 128, 125, 119, 72, 62]
21	bad	3	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 159, 70, 104, 84, 29, 24, 40, 58, 149, 78, 31]
20	bad	3	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 159, 70, 104, 84, 29, 24, 40, 58, 149, 15]
20	bad	3	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 159, 70, 104, 84, 29, 24, 40, 58, 128, 92]
23	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 159, 70, 104, 84, 29, 24, 40, 58, 128, 125, 119, 144, 62]
23	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 159, 70, 104, 84, 29, 24, 40, 58, 128, 125, 119, 72, 62]
15	bad	1	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 159, 70, 104, 84, 122]
15	bad	1	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 122]
23	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 66, 99, 58, 112, 119, 144, 62]
23	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 66, 99, 58, 112, 119, 72, 62]
26	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 66, 99, 58, 149, 78, 155, 112, 119, 144, 62]
26	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 66, 99, 58, 149, 78, 155, 112, 119, 72, 62]
24	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 66, 99, 58, 149, 78, 155, 128, 92]
27	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 66, 99, 58, 149, 78, 155, 128, 125, 119, 144, 62]
27	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 66, 99, 58, 149, 78, 155, 128, 125, 119, 72, 62]
22	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 66, 99, 58, 149, 78, 31]
21	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 66, 99, 58, 149, 15]
21	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 66, 99, 58, 128, 92]
24	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 66, 99, 58, 128, 125, 119, 144, 62]
24	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 66, 99, 58, 128, 125, 119, 72, 62]
23	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 66, 139, 58, 112, 119, 144, 62]
23	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 66, 139, 58, 112, 119, 72, 62]
26	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 66, 139, 58, 149, 78, 155, 112, 119, 144, 62]
26	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 66, 139, 58, 149, 78, 155, 112, 119, 72, 62]
24	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 66, 139, 58, 149, 78, 155, 128, 92]
27	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 66, 139, 58, 149, 78, 155, 128, 125, 119, 144, 62]
27	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 66, 139, 58, 149, 78, 155, 128, 125, 119, 72, 62]
22	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 66, 139, 58, 149, 78, 31]
21	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 66, 139, 58, 149, 15]
21	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 66, 139, 58, 128, 92]
24	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 66, 139, 58, 128, 125, 119, 144, 62]
24	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 66, 139, 58, 128, 125, 119, 72, 62]
23	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 69, 58, 112, 119, 144, 62]
23	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 69, 58, 112, 119, 72, 62]
26	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 69, 58, 149, 78, 155, 112, 119, 144, 62]
26	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 69, 58, 149, 78, 155, 112, 119, 72, 62]
24	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 69, 58, 149, 78, 155, 128, 92]
27	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 69, 58, 149, 78, 155, 128, 125, 119, 144, 62]
27	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 69, 58, 149, 78, 155, 128, 125, 119, 72, 62]
22	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 69, 58, 149, 78, 31]
21	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 69, 58, 149, 15]
21	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 69, 58, 128, 92]
24	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 69, 58, 128, 125, 119, 144, 62]
24	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 69, 58, 128, 125, 119, 72, 62]
23	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 115, 58, 112, 119, 144, 62]
23	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 115, 58, 112, 119, 72, 62]
26	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 115, 58, 149, 78, 155, 112, 119, 144, 62]
26	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 115, 58, 149, 78, 155, 112, 119, 72, 62]
24	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 115, 58, 149, 78, 155, 128, 92]
27	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 115, 58, 149, 78, 155, 128, 125, 119, 144, 62]
27	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 115, 58, 149, 78, 155, 128, 125, 119, 72, 62]
22	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 115, 58, 149, 78, 31]
21	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 115, 58, 149, 15]
21	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 115, 58, 128, 92]
24	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 115, 58, 128, 125, 119, 144, 62]
24	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 115, 58, 128, 125, 119, 72, 62]
23	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 20, 58, 112, 119, 144, 62]
23	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 20, 58, 112, 119, 72, 62]
26	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 20, 58, 149, 78, 155, 112, 119, 144, 62]
26	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 20, 58, 149, 78, 155, 112, 119, 72, 62]
24	bad	3	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 20, 58, 149, 78, 155, 128, 92]
27	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 20, 58, 149, 78, 155, 128, 125, 119, 144, 62]
27	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 20, 58, 149, 78, 155, 128, 125, 119, 72, 62]
22	bad	3	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 20, 58, 149, 78, 31]
21	bad	3	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 20, 58, 149, 15]
21	bad	3	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 20, 58, 128, 92]
24	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 20, 58, 128, 125, 119, 144, 62]
24	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 20, 58, 128, 125, 119, 72, 62]
23	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 45, 58, 112, 119, 144, 62]
23	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 45, 58, 112, 119, 72, 62]
26	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 45, 58, 149, 78, 155, 112, 119, 144, 62]
26	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 45, 58, 149, 78, 155, 112, 119, 72, 62]
24	bad	3	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 45, 58, 149, 78, 155, 128, 92]
27	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 45, 58, 149, 78, 155, 128, 125, 119, 144, 62]
27	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 45, 58, 149, 78, 155, 128, 125, 119, 72, 62]
22	bad	3	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 45, 58, 149, 78, 31]
21	bad	3	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 45, 58, 149, 15]
21	bad	3	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 45, 58, 128, 92]
24	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 45, 58, 128, 125, 119, 144, 62]
24	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 45, 58, 128, 125, 119, 72, 62]
23	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 135, 58, 112, 119, 144, 62]
23	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 135, 58, 112, 119, 72, 62]
26	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 135, 58, 149, 78, 155, 112, 119, 144, 62]
26	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 135, 58, 149, 78, 155, 112, 119, 72, 62]
24	bad	3	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 135, 58, 149, 78, 155, 128, 92]
27	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 135, 58, 149, 78, 155, 128, 125, 119, 144, 62]
27	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 135, 58, 149, 78, 155, 128, 125, 119, 72, 62]
22	bad	3	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 135, 58, 149, 78, 31]
21	bad	3	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 135, 58, 149, 15]
21	bad	3	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 135, 58, 128, 92]
24	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 135, 58, 128, 125, 119, 144, 62]
24	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 135, 58, 128, 125, 119, 72, 62]
23	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 40, 58, 112, 119, 144, 62]
23	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 40, 58, 112, 119, 72, 62]
26	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 40, 58, 149, 78, 155, 112, 119, 144, 62]
26	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 40, 58, 149, 78, 155, 112, 119, 72, 62]
24	bad	3	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 40, 58, 149, 78, 155, 128, 92]
27	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 40, 58, 149, 78, 155, 128, 125, 119, 144, 62]
27	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 40, 58, 149, 78, 155, 128, 125, 119, 72, 62]
22	bad	3	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 40, 58, 149, 78, 31]
21	bad	3	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 40, 58, 149, 15]
21	bad	3	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 40, 58, 128, 92]
24	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 40, 58, 128, 125, 119, 144, 62]
24	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 40, 58, 128, 125, 119, 72, 62]
16	bad	1	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 122]
15	bad	1	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 122]
23	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 99, 58, 112, 119, 144, 62]
23	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 99, 58, 112, 119, 72, 62]
26	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 99, 58, 149, 78, 155, 112, 119, 144, 62]
26	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 99, 58, 149, 78, 155, 112, 119, 72, 62]
24	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 99, 58, 149, 78, 155, 128, 92]
27	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 99, 58, 149, 78, 155, 128, 125, 119, 144, 62]
27	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 99, 58, 149, 78, 155, 128, 125, 119, 72, 62]
22	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 99, 58, 149, 78, 31]
21	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 99, 58, 149, 15]
21	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 99, 58, 128, 92]
24	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 99, 58, 128, 125, 119, 144, 62]
24	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 99, 58, 128, 125, 119, 72, 62]
23	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 139, 58, 112, 119, 144, 62]
23	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 139, 58, 112, 119, 72, 62]
26	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 139, 58, 149, 78, 155, 112, 119, 144, 62]
26	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 139, 58, 149, 78, 155, 112, 119, 72, 62]
24	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 139, 58, 149, 78, 155, 128, 92]
27	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 139, 58, 149, 78, 155, 128, 125, 119, 144, 62]
27	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 139, 58, 149, 78, 155, 128, 125, 119, 72, 62]
22	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 139, 58, 149, 78, 31]
21	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 139, 58, 149, 15]
21	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 139, 58, 128, 92]
24	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 139, 58, 128, 125, 119, 144, 62]
24	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 139, 58, 128, 125, 119, 72, 62]
23	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 69, 58, 112, 119, 144, 62]
23	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 69, 58, 112, 119, 72, 62]
26	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 69, 58, 149, 78, 155, 112, 119, 144, 62]
26	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 69, 58, 149, 78, 155, 112, 119, 72, 62]
24	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 69, 58, 149, 78, 155, 128, 92]
27	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 69, 58, 149, 78, 155, 128, 125, 119, 144, 62]
27	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 69, 58, 149, 78, 155, 128, 125, 119, 72, 62]
22	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 69, 58, 149, 78, 31]
21	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 69, 58, 149, 15]
21	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 69, 58, 128, 92]
24	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 69, 58, 128, 125, 119, 144, 62]
24	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 69, 58, 128, 125, 119, 72, 62]
23	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 115, 58, 112, 119, 144, 62]
23	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 115, 58, 112, 119, 72, 62]
26	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 115, 58, 149, 78, 155, 112, 119, 144, 62]
26	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 115, 58, 149, 78, 155, 112, 119, 72, 62]
24	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 115, 58, 149, 78, 155, 128, 92]
27	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 115, 58, 149, 78, 155, 128, 125, 119, 144, 62]
27	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 115, 58, 149, 78, 155, 128, 125, 119, 72, 62]
22	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 115, 58, 149, 78, 31]
21	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 115, 58, 149, 15]
21	bad	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 115, 58, 128, 92]
24	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 115, 58, 128, 125, 119, 144, 62]
24	good	5	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 115, 58, 128, 125, 119, 72, 62]
23	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 20, 58, 112, 119, 144, 62]
23	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 20, 58, 112, 119, 72, 62]
26	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 20, 58, 149, 78, 155, 112, 119, 144, 62]
26	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 20, 58, 149, 78, 155, 112, 119, 72, 62]
24	bad	3	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 20, 58, 149, 78, 155, 128, 92]
27	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 20, 58, 149, 78, 155, 128, 125, 119, 144, 62]
27	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 20, 58, 149, 78, 155, 128, 125, 119, 72, 62]
22	bad	3	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 20, 58, 149, 78, 31]
21	bad	3	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 20, 58, 149, 15]
21	bad	3	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 20, 58, 128, 92]
24	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 20, 58, 128, 125, 119, 144, 62]
24	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 20, 58, 128, 125, 119, 72, 62]
23	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 45, 58, 112, 119, 144, 62]
23	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 45, 58, 112, 119, 72, 62]
26	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 45, 58, 149, 78, 155, 112, 119, 144, 62]
26	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 45, 58, 149, 78, 155, 112, 119, 72, 62]
24	bad	3	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 45, 58, 149, 78, 155, 128, 92]
27	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 45, 58, 149, 78, 155, 128, 125, 119, 144, 62]
27	good	4	8	[7, 55, 38, 12, 152, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 45, 58, 149, 78, 155, 128, 125, 119, 72, 62]
